430,syr. 434,syr. 611,syr. 612
ܫܢ̈ܝܢ܂ܘܝܗ̄ܒܠܝܬܫܥܡܐܐܟܟܪ̈ܐܕܗܒ݂ܐܕܟܬܒܬܗ̄ܘܝܬܒܐܓܪܬܐܗܝ̇܆ܕܐܝܙܦܗ̄ܘ̣ܐܦܪܥܘܢܡܢܣܢܚܪܝܒܡܪܝ܂ܘܝܗ̄ܒܠܝܡܘ̈ܗܒ̣ܢܘܠܚܝ̈ܠܘܬܝ܂ܘܢܦܩܬܐܠܐܘܪܚܐ܂ܥܕܡܐܕܐܡܛܐܠܐܬܪܝ܆ܗܝܕܝܢܩܒܠܬܐܝܕܘ̈ܗܝܘܚܙܩܬ܂ܘܟܕܡܛܝܬ,,ܫܢ̈ܝܢ,ܫܢ̈ܝܢ
,,ܕܟܠܗ̇,ܕܟܠ̱ܗ̇
,,ܐܪܥܐܕܡܨܪܝܢ܂ܘܐܣܪܚܠܗܐܦܬܫܥܡܐܐܟܟܪ̈ܝܢܕܗܒܐܕܐܓܪܬܐܗܝ̇ܕܟܬܒܗ̄ܘ̣ܐ܂ܘܫܪܬܚܠܟܠܗܘܢ,ܐܪܥܐܕܡܨܪܝܢ܂ܘܐܣܪܚܠܗܐܦܬܫܥܡܐܐܟܟܪ̈ܝܢܕܗܒܐܕܐܓܪܬܐܗܝ̇ܕܟܬܒܗ̄ܘ̣ܐ܂ܘܫܪܬܚܠܟܠܗܘܢ
,,ܥܒܕ̈ܘܗܝܘܚܝ̈ܠܘܬܗܡܘܗܒ̈ܬܐ,ܥܒܕܘ̈ܗܝܘܚܝ̈ܠܘܬ̈ܗܡܘܗ̈ܒܬܐ
,,ܕܠܐܡܢܝܢ܂ܟܢܐܦܣܠܐܚܝܩܪܕܢܗܦܘܟܒܚܝ̈ܠܘܬܐܕܥܡܗܠܐܬܘܪ܂ܘܢܫܩܬܒܘܪ̈ܟܝܡܠܟܐܦܪܥܘܢ,ܕܠܐܡܢܝܢ܂ܟܢܐܦܣܠܐܚܝܩܪܕܢܗܦܘܟܒܚܝ̈ܠܘܬܐܕܥܡܗܠܐܬܘܪ܂ܘܢܫܩܬܒܘܪ̈ܟܝܡܠܟܐܦܪܥܘܢ
,,ܘܗܦܟܬ̤,ܘܗܦܟܬ
ܠܐܬܘܪ,,ܠܐܬܘܪ,ܠܐܬܘܪ
ܢܦܩ,,ܒܙܟܘܬܐܪܒܬܐܘܥܠܬܠܘܬ,ܒܙܟܘܬܐܪܒܬܐܘܥܠܬܠܘܬ
ܡܠܟܐ,,ܡܠܟܐ,ܡܠܟܐ
ܣܢܚܪܝܒܠܐܘܪܥܝ,,ܣܪܚܕܘܡܒܐܝܩܪܐ,ܣܪܚܕܘܡܒܐܝܩܪܐ
,,,ܪܒܐ
,,ܘܪܝܡ,ܘܪܝܡ
,,ܪܫܐ܂,ܪܫܐ܁
ܘܚܕܝ,,ܘܚܕܝ,ܘܚܕܝ
ܛܒ܂,,ܚܕܘܬܐܪܒܬܐܒܚܙܬܝ܂,ܚܕܘܬܐܪܒܬܐܒܚܙܬܝ܂
ܘܐܘܬܒܢܝ,,ܘܐܘܬܒܢܝ,ܘܐܘܬܒܢܝ
ܡܢ,,ܡ̣ܢ,ܡ̣ܢ
ܝܡܝܢܗ,,ܝܡܝܢܗ,ܝܡܝܢܗ
ܘܐܡܪܠܝܐܘܐܚܝܩܪܫܐܠ܂,,ܘܐܡܪܠܝ܂,ܘܐܡܪܠܝ܂
,,unclearܐܚܝܩܪܣܦܪܝ,ܐܚܝܩܪܣܦ̱ܪܝ
,,ܒܥܝܡܢܝ,ܒܥܝܡܢܝ
ܟܠܡܐ,,ܟܠܡܐ,ܟܠܡܐ
ܕܪܓܐܢܦ̮ܫܟܘܢܬܝܗܒܠܟ܂ܐܢܐܐܡܪܬܠܗܟܠܡܐ,,ܕܨܒܐܐܢ̄ܬ܂ܘܡܬܪܓܪܓܐܢ̄ܬ܂ܗܝܕܝܢܐܡܪܬܠܗ܂ܡܪܝܡܠܟܐܠܥܠܡ,ܕܨܒܐܐܢ̄ܬ܂ܘܡܬܪܓܪܓܐܢ̄ܬ܂ܗܝܕܝܢܐܡܪܬܠܗ܂ܡܪܝܡܠܟܐܠܥܠܡ
,,ܚܝܝ܂ܟܠܡܕܡ,ܚܝܝ܆ܟܠܡܕܡ
ܕܬܬܠܠܝ,,ܕܬܬܠܠܝ,ܕܬܬܠܠܝ
ܗܒܝܗܝ,,ܢܗܘܐ,ܢܗܘܐ
ܠܝܒܘܣܡܝܟ,,ܠܝܒܘܣܡܝܟ,ܠܝܒܘܣܡܝܟ
ܡܛܠܕܒܡܨܥܝܘܬܗܝܗ̄ܒܠܝܐܠܗܐ,,ܐܣܦܘܩܠܛܪܐ܂ܡܛܠܕܒܡܨܥܝܘܬ,ܐܣܦܘܩܠܛܪܐ܂ܡܛܠܕܒܡܨܥܝܘܬ
,,,ܚܟܡ̱ܬܗ܂
,,ܚܐܐܐ̄ܢܐ,ܚܐܐܐ̄ܢܐ
,,ܗܠܝܢ,ܗܠܝܢ
ܚܝ̈ܐ,,ܚ̈ܝܐ,ܚܝ̈ܐ
ܗܠܝܢ܂ܒܬܪ,,ܐܘܡܪܝܡܠܟܐܣܪܚܕܘܡ܂ܟܢ,ܐܘܡܪܝܡܠܟܐܣܪܚܕܘܡ܂ܟܢ
ܗܠܝܢ,,,
ܫܪܝܡܠܟܐ,,ܫܪܝܡܠܟܐ,ܫܪܝܡܠܟܐ
,,ܕܐܬܘܪ,ܕܐܬܘܪ
ܡܫܐܠܠܝܥܠ,,ܡܫܐܠܠܝܥܠ,ܡܫܐܠܠܝܥܠ
ܟܠܡܐ,,ܟܠܡܐ,ܟܠܡܐ
ܕܥܒܕܬܩܕܡ,,ܕܥܒܕܬܩܕܡ,ܕܥܒܕܬܩܕܡ
ܦܪܥܘܢ܂unknownܘܐܡܪܬܒܬܪ,,ܦܪܥܘܢܡܠܟܐܕܡܨܪܝܢ܂ܘܐܫܬܥܝܬܠܗܥܠܚܕܐܚܕܐܡܢܗܝܢ,ܦܪܥܘܢܡܠܟܐܕܡܨܪܝܢ܂ܘܐܫܬܥܝܬܠܗܥܠܚܕܐܚܕܐܡܢܗܝܢ
ܘܗܘܫܡܥܘܡܬܕܡܪ܂,,ܘܗܘܫܡܥܘܡܬܕܡܪ܂,ܘܗܘܫܡܥܘܡܬܕܡܪ܂
ܘܬܘܒܐܦܩܬܟܣܦܐܘܕܗܒܐܕܐܝܬܝܬܠܗܐܬܝܬܪܬܚܕܘܬܐܠܥܠܡ̣ܢܡܫܘܚܬܐ܂ܘܐܡܪܡܢܐܐܬܠ,,ܬܘܒܐܫܠܡܬܗܟܠܡܐܕܝܗ̄ܒܗ̄ܘ̣ܐܦܪܥܘܢܡܠܟܐ܂ܘܣܓܕܬܒܬܪܟܢܠܡܠܟܐܣܪܚܕܘ̇ܡܘܐܡܪܬ܂ܫܠܡܟܘܚܘܠܡܢܟ,ܬܘܒܐܫܠܡܬܗܟܠܡܐܕܝܗ̄ܒܗ̄ܘ̣ܐܦܪܥܘܢܡܠܟܐ܂ܘܣܓܕܬܒܬܪܟܢܠܡܠܟܐܣܪܚܕܘ̇ܡܘܐܡܪܬ܂ܫܠܡܟܘܚܘܠܡܢܟ
,,ܒܥܢܐ,ܒܥܐܐ̄ܢܐ
ܠܟ,,,
ܐܡܪܠܝ܂ܐܡܪܬܠܗܒܥܢܐܕܢܐܪܟܘܢܚܝܟ̈܂ܠܝܬܠܝܣܘܢܩܢܐܥܠܡܕܡ܂ܒܠܚܘܕܦܩܘܕܘܢܬܝܗܒ,,ܕܡܪܝܐܢܬܠ,ܕܡܪܝܐܢܬܠ
,,ܠܟ,ܠܟ
,,ܒܐܡܝܢܘ܂ܘܡܕܡܡ̣ܢܩܢܝܢܐܕܡܪܝܠܐܪܐܓ,ܒܐܡܝܢܘ܂ܘܡܕܡܡ̣ܢܩܢܝܢܐܕܡܪܝܠܐܪܐܓ
,,ܐ̄ܢܐ܂,ܐ̄ܢܐ܆
,,ܐܠܐ,ܐܠܐ
,,ܗܒܠܝ,ܗܒܠܝ
,,ܠܢܕܢܒܪܝܕܐܫܬܠܛܥܠܘܗܝܒܦܘܩܕܢܟܘܒܡܠܬܟ܂,ܠܢܕܢܒܪܝܕܐܫܬܠܛܥܠܘܗܝܒܦܘܩܕܢܟܘܒܡܠܬܟ܂
,,ܗ̇ܝܕܝܢ,ܗܝܕܝܢ
,,ܦܩܕܡܠܟܐܣܪܚܕܘܡܘܐܫܠܡܘܗܝ,ܦܩܕܡܠܟܐܣܪܚܕܘܡܘܐܫܠܡܘܗܝ
ܠܝ,,ܠܝ,ܠܝ
ܢܐܕܢ,,ܢܕܢ,ܢܕܢ
ܒܪ,,ܒܪ,ܒܪ
ܚܬܝ܂ܘܐܫܬܠܛܥܠܘܗܝܒܦܘܩܕܢܟܘܠܐܬܬܒܥܡܢܝܥܝܪܬܐ[܂܂܂]ܩܛܥܕܐܝܬܥܡܝܫܠܝܚ̈ܐܘܐܝܙܓܕ̈ܐܡܢܠܘܬܪܥܘܢܡܠܟܐܕܡܨܪܝܢܕܢܚܙܘܢܘܢܪܥܘܢܚܝܠܐܘܢܨܚܢܐܕܚܝ̈ܠܘܬܟܘܢܕܚܠܘܢܡܢܟ܂ܡܛܠܕܐܝܬܝܗܘ̇ܢܒܥܠܕܒܒܝ̈ܢܘܣܢ̈ܐܝܢ܂ܘܫܕܪܗܠܐܓܪܬܐܥܡܐ̄ܢܫܡ̣ܢܥܒ̈ܕܐܕܡܠܟܐ܂ܘܢܣܒܢܐܕܢܐܓܪܬܐܚܕܐܡ̣ܢܐܝܠܝܢܕܟܬܒܐܝܟܡ̇ܢܕܚܙܗ̇ܒܒܝܬܐܕܡܠܟܐܡܪܝ܂ܘܩܪܗܩܕܡܡܠܟܐ܂ܘܟܕܫܡܥܡܠܟܐܗܘ̇ܡܐܕܒܐܓܪܬܐܐܫܬܓܫܘܐܬܕܡܪܘܐܡܪܐܘܐܠܗ̈ܐܡܢܐܕܒܝܫܥܒܕܬܥܡܐܚܝܩܪ܂ܥܕܡܐܕܢܟܬܘܒܗܠܝܢܠܦܪܥܘ̇ܢܒܥܠܕܒܒܝܘܢܦܪܥܢܝܐܝܟܗ̈ܢܐܦܘܪܥܢܐ܂ܗܝܕܝܢܐܡܪܢܐܕܢܠܡܠܟܐ܂ܠܐܬܬܘܗܡܢܗܕܐ܂ܒܪܡܕܫܥܬܐܘܢܐܙܠܠܦܩܥܬܢܫܪܝܢܐܝܟܡܐܕܚܘܝܬܐܓܪܬܐܘܢܚܙܐܫܪܝܪܘܬܣܘܥܪܢܐܐܪܐܫܪܝܪܗܝܐܘܠܐ܂ܗܝܕܝܢܪܟܒܡܠܟܐܘܢܐܕܢܥܡܗܘܐܠܕܘܟܬܐܥܗܝܕܬܐܘܚܙܘܓܝܪܚܝܠܘ̈ܬܐܚܕܪܝ܂ܘܐܦܐܢܐܟܕܚܙܝܬܕܩܪܒܘܥܒܕܬܐܝܟܕܟܬܒܠܝܒܐܓܪܬܐܘܣܡܬܐܢܐܘܚܝ̈ܠܘܬܝܥܠܝܗܘܢܐܝܟܡ̇ܢܕܒܥܐܩܪܒܐܥܡܒܥܠܕܒܒܗ܂ܘܟܕܐܫܬܪܪܬܠܘܬ̣ܡܪܝܡܠܟܐܥܒܝܕܬܐ܂ܕܚܠܡܢܝܣܓܝ܂ܘܣܒܪܕܐܫܬܚܠܦܬܥܠܘܗܝ܂ܘܗܘ̇ܝܬܥܡܣܢܐܘ̈ܗܝ܂ܘܐܢܐܠܐܝܕܥ̇ܬܒܟܠܗ̇ܗܕܐܕܗܘܬܒܨܢܝܥܘܬܐܕܢܐܕܢܠܡܠܟܐܝܕܥܬ:ܫܪܝܪܘܬܣܘܥܪܢܐ܂ܒܪܡܠܐܬܟܪܐܠܟܥܠܗܕܐ܂ܐܠܐܗܦܘܟܠܒܝܬܐܕܡܠܟܘܬܟ܂ܘܐܢܐܡܝܬܐܐ̄ܢܐܠܗܠܟ,,ܚܬܝ,ܚܬܝ
ܟܕܐܣܝܪ,,ܟܕܐܣܝܪ,ܟܕܐܣܝܪ
ܒܫ̈ܫܠܬܐܡܛܠܕܕܡܗ܂ܗܝܕܝܢܦܩܕܘܐܬܝܗܒܠܝܢܐܕܢ܂ܘܐܝܬܝܬܗܠܒܝܬܝ܂ܘܐܣܪܬܗܒܫ̈ܫܠܬܐܕܦܪܙܠܐܘܣܡ̇ܬܒܪ̈ܓܠܘܗܝܣܘܛܡ̈ܐ,,ܒܣܘܛ̈ܡܐ܂,ܒܣܘܛܡ̈ܐ܆
,,ܘܐܘܒܠܬܗܠܒܝܬܐ܂,ܘܐܘܒܠܬܗܠܒܝܬܐ܂
ܘܫܪܝܬ,,ܘܫܪܝܬ,ܘܫܪܝܬ
ܡܚܐܐ̄ܢܐܠܗܡܚ̈ܘܬܐܩܫ̈ܝܬܐ܂,,ܠܡܢܓܕܘܬܗܩܫܝܐܝܬ܂,ܠܡܢܓܕܘܬܗܩܫܝܐܝܬ܂
ܘܡܚܝܬܗ,,ܘܡܚܝܬܗ,ܘܡܚܝܬܗ
,,ܓܝܪ,ܓܝܪ
ܐܠܦ,,ܐܠܦ,ܐܠܦ
ܫܒ̈ܛܐܥܠܚܨܗܘܐܠܦܥܠܪ̈ܓܠܘܗܝ,,ܫܒܛ̈ܝܢ,ܫܒ̈ܛܝܢ
,,ܥܠܚܨܗ܂,ܥܠܚܨܗ܂
ܘܐܠܦ,,,
,,ܘܐܠܦ,ܘܐܠܦ
ܒܝܬܟܬܦܬ̈ܗ,,,
,,ܥܠ,ܥܠ
ܘܐܠܦܥܠܟܪܣܗ܂,,,
ܘܒܟܠܝܘܡܡܚܐ,,ܟܬܦ̈ܬܗ܂,ܟܬܦܬ̈ܗ܂
,,ܘܐܠܦܥܠܟܪܣܗ܂,ܘܐܠܦܥܠܟܪܣܗ܂
,,ܘܐܠܦܥܠ,ܘܐܠܦܥܠ
,,ܛܚܘܗ̄ܪܗ܂,ܛܚܘܪܗ܂
,,ܘܐܠܦܥܠܪ̈ܓܠܘܗܝ܂ܘܟܠܝܘܡܡܚܐܗ̄ܘ̇ܝܬܠܗ܂ܘܟܕܒܥܐܗ̄ܘܐ,ܘܐܠܦܥܠܪ̈ܓܠܘܗܝ܂ܘܟܠܝܘܡܡܚܐܗ̄ܘ̇ܝܬܠܗ܂ܘܟܕܒܥܐܗ̄ܘܐ
,,,ܕܢܬܬܢܝܚ
,,ܒܦܪܘܬܕܩܐܕܡܚ̱ܪܝܐܡܪܡܐ,ܒܦܪܘܬܕܩܐܕܡܚ̱ܪܝܐܡܪܡܐ
ܗ̄ܘܝܬܠܗ,,ܗ̄ܘܝܬܠܗ,ܗ̄ܘܝܬܠܗ
ܟܡܐܕܡܨܐܠܡܛܥܢ܂ܘܐܪܡܝܬܗܒܝܬܡܚ̄ܪܐ,,,
ܕܢܣܘܩ,,ܕܢܣܘܩ,ܕܢܣܘܩ
ܪܚܐܛܡܐܐ܂ܘܝܗܒܗ̄ܘܝܬܠܗܠܚܡܐܘܡܝ̈ܐܠܩܘܝܡܚܝܘ̈ܗܝ܂ܘܦܩܕܬ,,ܪܝܚܐܣܪܝܐ܂ܘܠܚܡܐܘܡܝ̈ܐܠܬܘܪܣܝܗ,ܪܝܚܐܣܪܝܐ܂ܘܠܚܡܐܘܡܝ̈ܐܠܬܘܪܣܝܗ
,,ܒܡܬܩ̈ܠܐܝܗܒ,ܒܡܬܩܠܗܝܗ̄ܒ
,,ܗ̄ܘܝܬ܂ܘܐܫܠܡܬܗ,ܗ̄ܘܝܬ܂ܘܐܫܠܡܬܗ
,,ܒܐܝ̈ܕܝ,ܒܐܝܕܝ̈
ܢܒܘܠܚܠ,,ܢܒܘܠܚܠ,ܢܒܘܠܚܠ
ܘܛܦܫܠܝܡܕܢܙܕܗܪܘܢܒܗ܂ܘܐܦܢܟܬܒ̣ܘܢܟܠܡܐ,,ܘܕܒܫܠܘܡ,ܘܕܒܫܠܝܡ
,,ܛܠܝ̈ܐܕܢܛܪܘܢܝܗܝ܂ܘܐܡܪܬ,ܛܠܝ̈ܐܕܢܛܪܘܢܝܗܝ܂ܘܐܡܪܬ
,,ܠܗܘܢ,
,,ܓܝܪ܂,ܓܝܪ܂
,,ܗܘ̇ܝܬܘܢ,ܗܘܝܬܘܢ
,,ܟܬܒܝܢܟܠܗܝܢ,ܟܬܒܝܢܟܠܗܝܢ
,,ܡ̈ܠܐܕܐܡܪܢܐ,ܡ̈ܐܠܐ
ܕܐܡܪ,,,ܕܐܡܪ
ܠܢܐܕܢܣܟܠܐܗܘܕܝܩܪܬܗܘܚܨܦܬܕܝܠܗܘܠܐܚܟܡܘܠܐ,,,ܐ̄ܢܐ
,,ܠܢܕܢܒܝܫܓܕܐ܂ܕܗܟܢܐܝܩܪܬܗ,ܠܢܕܢܒܝܫܓܕܐ܂ܕܗܟܢܐܝܩܪܬܗ
ܐܣܬܟܠ܂,,,
ܘܥܡܗܕܐܟܠܗ̇ܒܥܐܩܛܠܝ܂ܘܟܠܐܡܬܝܕܥܐܠܗ̄ܘܝܬܘܢܦܩܪܫܐܗ̄ܘܝܬܠܗܘܡܩܛܪܓ܂ܘܫܪܝܬܠܘܬܗܠܡܐܡܪܗܟܢܐ܂,,ܘܚܒܒܬܗ܂,ܘܚܒܒܬܗ܇
,,ܘܗܘܠܐ,ܘܗܘܠܐ
,,ܐܣܬܟܠ܂,ܐܣܬܟܠ܂
,,ܒܪܡܕܝܢܗܘܪܚܡܩܛܠܝܘܐܒܝܕܘܬܝܡ̣ܢ,ܒܪܡܕܝܢܗܘܪܚܡܩܛܠܝܘܐܒܝܕܘܬܝܡ̣ܢ
,,ܚ̈ܝܐ܂ܘܗ̇ܝܕܝܢ,ܚܝ̈ܐ܂ܘܗܝܕܝܢ
,,ܐܡܪܐܚܝܩܪܠܢܕܢܒܪܚܬܗ܀,ܐܡܪܐܚܝܩܪܠܢܕܢܒܪܚܬܗ܀
