430,syr_422,syr_434,syr_611,syr_612
ܘܢܚܘܬܡܛܪܐ܂ܘܬܘܒܐܢܢܦܩܘܕܕܢܖܥܡܘܢ,ܘܢܚܬܡܛܪܐܘܓܒܠ,,ܘܢܚܬܡܛܪܐܘܓܒܠ,ܘܢܚܬܡܛܪܐܘܓܒܠ
,ܛܝܢܐ,,ܛܝܢܐ܂,ܛܝܢܐ܂
,ܘܦܩܕܬܘܒ,,ܘܦܩܕܬܘܒ,ܘܦܩܕܬܘܒ
,,,ܥܠ,ܥܠ
,,,ܪ̈ܥܡܐ,ܪ̈ܥܡܐ
,ܪܥܡܝܢ,,ܪܥܡܝܢ,ܪܥܡܝܢ
ܪ̈ܥܡܐ,ܪ̈ܥܡܐ,,,
ܘܒܪ̈ܩܐ,ܘܒܪܩܝܢܒܪ̈ܩܐ,,ܘܒܪ̈ܩܐ,ܘܒܪ̈ܩܐ
ܢܒܪܩܘܢܟܠܐ,,,ܒܪ̈ܩܝܢ,ܒܪܩܝܢ
,,,ܘܣܚܦܠܒܝܠܨܠܡܐ,ܘܣܚܦܠܒܝܠܨܠܡܐ
,,,ܘܠܡܫܡܫܢ̈ܘܗܝ,ܘܠܡܫܡܫܢܘ̈ܗܝ
,,,ܡܒܕܪ܂,ܡܒܕܪ܂
,ܘܡܥܘܟ,,ܘܡܥܘܟ,ܘܡܥܘܟ
ܠܫܡܫܐܕܠܐ,ܠܫܡܫܐܕܠܐ,,ܠܫܡܫܐܕܠܐ,ܠܫܡܫܐܕܠܐ
ܢܕܢܚ܂ܘܨܡ̈ܚܘܗܝ,ܢܢܗܪܘܙܠܝܩܘ̈ܗܝ,,ܢܢܗܪܘܙܠܝܩܘ̈ܗܝ,ܢܢܗܪܘܙܠܝܩܘ̈ܗܝ
ܕܠܐ,,,ܕܠܐ,ܕܠܐ
ܢܨܡܚܘܢ܂ܘܒܩܫܝܘܬܚܐܦܐܕܪ̈ܘܚܐܬܒܪܠܒܝܠܨܠܡܐܘܪܘܪ̈ܒܢܘ̈ܗܝ,,,ܢܬܚܙܘܢ܂,ܢܬܚܙܘܢ܂
ܠܐ,ܠܐ,,,
ܡܨܝܢܩܝܡܝܢܩܕܡܘܗܝ܂ܘܙܓܪ,ܢܬܚܙܘܢܘܣܚܦܠܒܝܠܨܠܡܐܘܠܡܫܡܫܢܘ̈ܗܝܕܠܐܢܗܠܟܘܢܒܫܘܩ̈ܐ,,,
,ܘܡܩܝܡ,,ܘܡܩܝܡ,ܘܡܩܝܡ
ܠܣܗܪܐ,ܠܣܗܪܐ,,ܠܣܗܪܐ,ܠܣܗܪܐ
ܘܠܟܘܟܒ̈ܐܕܠܐܢܢܗܪܘܢ܂ܘܬܘܒܐܢ,ܕܠܐ,,ܕܠܐ,ܕܠܐ
,ܢܕܢܚ܂ܘܐܢ,,ܢܕܢܚܥܡܟܘܟܒ̈ܐ܂,ܢܕܢܚܥܡܟܘܟܒ̈ܐ܂
ܨܒܐ,ܨܒܐ,,,
ܘܦܩܕ,ܓܝܪܦܩܕ,,ܘܦܩܕ,ܘܦܩܕ
ܠܦܢܝܬܐ,ܠܦܢܝܬܐ,,ܠܦܢܝܬܐ,ܠܦܢܝܬܐ
ܕܬܝܡܢܐܘܢܡܚܘܢ,ܓܪܒܝܝܬܐ,,ܓܪܒܝܝܬܐ,ܓܪܒܝܝܬܐ
,ܘܢܫܒܐܘܝܗ̇ܒܐ,,ܘܝܗܒܐܪ̈ܘܚܐܘܪ̈ܥܡܐ܂ܘܡܬܡܛܪ,ܘܝܗܒܐܪ̈ܘܚܐܘܪ̈ܥܡܐ܂ܘܡܬܡܛܪ
ܪ̈ܘܚܐ,ܪ̈ܘܚܐ,,,
ܘܢܐܬܐ,ܘܡܬܡܛܪܐܡܛܪܐܘܒܪܕܐ,,,
ܡܛܪܐܘܒܪܕܐ܂,,,ܡܛܪܐܘܒܪܕܐ܂,ܡܛܪܐܘܒܪܕܐ܂
ܚܒܛܝܢܠܝܪܚܐܢܝܣܢܘܡܬܪܝܢܗܒܒܘ̈ܗܝܘܫܘܫܢܘ̈ܗܝ܂ܘܟܕܫܡܥܦܪܥܘܢܗܠܝܢܐܬ݁ܕܡܪ,ܘܡܬܚܒܛܝܢܘܢܬܪܝܢ,,ܘܡܬܚܒܛܝܢܘܢܬܪܝܢ,ܘܡܬܚܒܛܝܢܘܢܬܪܝܢ
,ܦܩܚ̈ܘܗܝܘܗܒܒ̣ܘ̈ܗܝ܂ܘܟܕܫܡܥܗܟܝܠܕܝܢܦܪܥܘܢܡܠ̈ܐ,,ܦܩܚܘ̈ܗܝܘܗܒܒܘ̈ܗܝܟܠܗܘܢܕܢܝܣܢ,ܦܩܚܘ̈ܗܝܘܗܒܒܘ̈ܗܝܟܠܗܘܢܕܢܝܣܢ
,,,ܝܪ̈ܚܐ܂,ܝܪܚܐ܂
,,,ܗܝܕܝܢܟܕܫܡܥܦܪܥܘܢܡܠܟܐ,ܗܝܕܝܢܟܕܫܡܥܦܪܥܘܢܡܠܟܐ
,ܗܠܝܢܬܘܗܬܘܗܬܐܪܒܬܐ,,ܗܠܝܢܬܘܗܬܘܗܬܐܪܒܬܐ,ܗܠܝܢܬܘܗܬܘܗܬܐܪܒܬܐ
,ܘܐܥܬ݁ܬܘܝ,,,
ܘܪܓܙ,ܘܪܓܙ,,ܘܪܓܙ,ܘܪܓܙ
ܛܒܘܬܘܗܘܐܡܪ,ܘܐܡܪ,,ܘܐܡܪ܂ܐܡܪܠܝ,ܘܐܡܪ܂ܐܡܪܠܝ
ܒܫܪܪܐ,,,ܒܫܪܪܐ,ܒܫܪܪܐ
ܐܡܪܠܝ,,,,
ܐܘܓܒܪܐ,ܐܘܓܒܪܐ,,,
,ܐܡܪܠܝܫܪܝܪܐܝܬ,,,
ܡܢܘ,ܡܢܘ,,ܡܢܘ,ܡܢܘ
ܫܡܟ܂,ܫܡܟ܂,,ܫܡܟ܂,ܫܡܟ܇
ܗܝܕܝܢ,ܘܗܝܕܝܢ,,ܐܘܓܒܪܐ܂,ܐܘܓܒܪܐ܂
ܐܡܪܬܠܗ,ܐܡܪܬܠܗ,,ܗ̇ܝܕܝܢ,ܗܝܕܝܢ
,,,ܐܡܪܬ,ܐܡܪܬ
ܐܢܐ,ܐܢܐ,,ܐܢܐ,ܐܢܐ
ܗ̄ܘܐܚܝܩܪ܂ܗܘܕܢܛܪܐ̄ܪ̈ܙܐܕܣܢܚܪܝܒܡܠܟܐ܂ܐܡܪܠܝܦܪܥܘܢ,ܐ̄ܢܐܐܚܝܩܪ,,ܐ̄ܢܐܐܚܝܩܪ,ܐ̄ܢܐܐܚܝܩܪ
,ܟܬܘܒܐܕܝܠܗܕܣܢܚܪܝܒܡܠܟܐܘܐܡܪ,,ܣܦܪܐ܂ܟܢܐܡܪܠܝܡܠܟܐ,ܣܦܪܐ܂ܟܢܐܡܪܠܝܡܠܟܐ
ܚܢܢ,ܚܢܢ,,ܚܢܢ,ܚܢܢ
ܫܡܥܢ,ܫܡ̣ܥܢ,,ܫܡܥܢܢܕܐܚܝܩܪ,ܫܡܥܢܢܕܐܚܝܩܪ
ܕܐܚܝܩܪܐܬܩܛܠ,ܕܐܚܝܩܪܐܬܩܛܠ,,ܐܬܩܛܠ܂,ܐܬܩܛܠ܇
ܘܗܐܐܢ̄ܬܒܚܝ̈ܐܐܝܬܝܟ܂ܦܢܝܬܠܗ,ܘܐܢ̄ܬܕܝܢܗܫܐܒܚܝ̈ܐ܂ܐܡܪܬܠܗܕܝܢ,,ܐܝܟܢܐܗ̄ܝ̣,ܐܝܟܢܐܗ̄ܝ̣
,,,ܗܕ̣ܐ܂,ܗܕܐ܂
,ܛܝܒܘܬܐ,,,
,ܘܬܘܕܝܬܐ,,ܬܘܒܐܡܪܬ,ܬܘܒܐܡܪܬ
,,,ܛܝܒܘܬܐ,
ܛܝܒܘ,,,,ܛܝܒܘ
ܠܐܠܗܐ,ܠܐܠܗܐ,,ܠܐܠܗܐ,ܠܐܠܗܐ
ܡܪܚܡܢܐ܂,ܡܪܚܡܢܐ܂,,ܡܪܚܡܢܐܕܦܨܢܝ,ܡܪܚܡܢܐܕܦܨܢܝ
ܕܦܨܝܢܝ,ܗܘ̤ܐܗܟܝܠܥܠܝܐܦܪܣܢܐܘܛܘܒܢܐܘܫܘܕܠܐ,,,
ܡ̣ܢܢܟܠܐ,,,ܡ̣ܢܢܟܠܐ,ܡ̣ܢܢܟܠܐ
ܕܒܝ̈ܫܐܕܛܠܡܘܢܝ܂ܘܟܕܒܘܩܕܡܡܠܟܐܥܠܝܘܦܩܕܗ̄ܘ̣ܐܒܩܛܠܝ܂ܘܛܘܒܠܟܠܕܢܣܝܡܬܘܟܠܢܗܥܠܐܠܗܐ܂ܦܢܝܦܪܥܘܢ,ܘܛܠܘܡܝܐ,,ܘܛܠܘܡܝܐ,ܘܛܠܘܡܝܐ
,ܡ̣ܢܐ̄ܢܫ̈ܐܒܝܫ̈ܐܘܟܕܒܘ,,ܕܐ̄ܢ̈ܫܐܒܝܫ̈ܐ,ܕܐ̄ܢ̈ܫܐܒܝܫ̈ܐ
,,,ܘܢܟ̈ܝܠܐ܂,ܘܢܟ̈ܝܠܐ
,,,ܟܕܒܘ,ܟܕܒܘ
,ܓܝܪܥܠܝܩܕܡ,,ܓܝܪܥܠܝܩܕܡ,ܓܝܪܥܠܝܩܕܡ
,ܡܕܝܡܠܟܐܘܦܩܕܒܩܛܠܝܘܡܪܝܐܕܝܢܦܨܝܢܝ,,ܡܪܝ,ܡܪܝ
,,,ܡܠܟܐ܂ܘܦܩܕܒܩܛܠܝ܂,ܡܠܟܐ܇ܘܦܩܕܒܩܛ̱ܠܝ܂
,,,ܘܡܪܝܦܨܢܝ,ܘܡܪܝܦܨܢܝ
,ܡ̣ܢ,,ܡ̣ܢ,ܡ̣ܢ
,ܩܛܠܐܘܛܘܒ܏ܘܘܛܘܒܘܗܝܠܡ̇ܢܕܢܬ݁ܬܟܠ,,ܩܛܠܐ܂ܘܛܘ̣ܒܘܗܝܠܡܢܕܢܬܬܟܠ,ܩܛܠܐ܂ܘܛܘ̣ܒܘܗܝܠܡܢܕܢܬܬܟܠ
,ܥܠܘܗܝ܂,,ܥܠܘܗܝ܂,ܥܠܘܗܝ܂
,ܥܢܐܗܟܝܠܦܪܥܘܢܡܠܟܐ,,ܘܥܢܐܗܟܝܠܡܠܟܐܦܪܥܘܢܘܐܡܪܠܝ,ܘܥܢܐܗܟܝܠܡܠܟܐܦܪܥܘܢܘܐܡܪܠܝ
ܘܐܡܪ,ܘܐܡܪ,,,
ܙܠ,ܙܠ,,ܙܠ,ܙܠ
ܝܘܡܢ,,,,
ܐܘܐܚܝܩܪ,ܐܘܐܚܝܩܪ,,ܐܘܐܚܝܩܪ,ܐܘܐܚܝܩܪ
ܠܕܘܟܬܟ܂,ܠܬܘܢܟ,,ܠܬܘܢܟ܂,ܠܬܘܢܟ܂
ܘܡܚܪ,ܘܡܚܪ,,ܘܡܚܪ,ܘܡܚܪ
ܬܐܬܐ,ܬܐ,,ܗܦܘܟ,ܗܦܘܟܝ
ܠܘܬܝ,ܠܘܬܝ,,ܠܘܬܝ,ܠܘܬܝ
ܘܬܐܡܪܠܢ,ܘܐܡܪܠܝ,,ܘܐܡܪܠܝ,ܘܐܡܪܠܝ
ܡܠܬܐܕܠܐ,ܡܠܬܐܕܠܐ,,ܡܠܬܐܕܠܐ,ܡܠܬܐܕܠܐ
ܫܡܥܬܗ̇,ܫܡܥܬܘܢܗ,,ܫܡܥܬܗ̇,ܫܡܥܬܗ̇
ܐܢܐܘܐܦܠܐܪܘܪ̈ܒܢܝܘܐܦܠܐܒܟܠܗܐܘܚܕܢܗ̇ܕܡܨܪܝܢܐܫܬܡܥܬ܂ܗܝܕܝܢܐܙܠ̄ܬܠܡܫܪܝܬܝܘܪܢܝܬܐܪܐܐܝܕܐ,ܘܠܐ,,ܘܠܐ,ܘܠܐ
,ܐܫܬܡܥܬ̤ܡ̣ܢ,,ܣܟܐܫܬܡܥܬܡ̣ܢ,ܣܟܐܫܬܡܥܬܡ̣ܢ
,ܪܘܪ̈ܒ̣ܢܝ,,ܪܘܪ̈ܒ̣ܢܝ,ܪܘܪ̈ܒܢܝ
,ܘܠܐܒܡܨܪܝܢܘܐܙܠܬܕܝܢܠܬܘܢܝ̈ܘܐܝܬܪܥܝܬ,,ܡܨܪ̈ܝܐ܂ܘܐܙܠܬ,ܡܨܪ̈ܝܐ܂ܘܐܙܠܬ
,,,ܠܝ,
,,,ܠܬܘܢܝܘܐܬܪܥܝܬ,ܠܬܘܢܝܘܐܬܪܥܝܬ
,ܒܢܦܫܝܕܐܝܕܐ,,ܒܢܦܫܝܕܐܝܕܐ,ܒܢܦܫܝܕܐܝܕܐ
ܡܠܬܐ,ܡܠܬܐ,,ܡܠܬܐ,ܡܠܬܐ
ܐܡܪܕܠܐ,ܐܡܪܕܠܐ,,ܠܐ,ܠܐ
ܫܡܥܘܗ̇,ܫܡܥܗ,,ܫܡܥܘܗ̇,
ܠܓܡܪ܂,ܠܓܡܪ܂,,ܠܓܡܪ܂,ܠܓܡܪ܂
ܡܛܠܬܗ̇ܢܣܒܬܩܪܛܝܣܐ,ܐܨܛܢܥܬ݂,,ܗ̇ܝܕܝܢ,ܗܝܕܝܢ
,,,ܢܣܒܬ,ܢܣܒܬ
,ܐܢܐܐܚܝܩܪ,,ܐܢܐܐܚܝܩܪ,ܐܢܐܐܚܝܩܪ
ܘܟܬܒܬ,ܘܟܬܒܬ,,ܐܓܪܬܐܘܟܬܒܬ܂,ܐܓܪܬܐܘܟܬܒܬ܂
ܗܟܢ܂,ܐܓܪܬܐܘܐܡܪܬ,,ܗܟ̣ܢ܂,ܗܟܢ܂
ܡ̣ܢ,ܡ̣ܢ,,ܡ̣ܢ,ܡܢ
ܦܪܥܘܢܡܠܟܐܕܡܨܪܝܢ,ܦܪܥܘܢܡܠܟܐܕܡܨܪܝܢ,,ܦܪܥܘܢܡܠܟܐܕܡܨܪܝܢ,ܦܪܥܘܢܡܠܟܐܕܡܨܪܝܢ
ܠܣܢܚܪܝܒ,ܠܣܢܚܪܝܒ,,ܠܣܪܚܕܘܡ,ܠܣܪܚܕܘܡ
ܡܠܟܐܕܐܬܘܪ,ܡܠܟܐܕܐܬܘܪ,,ܡܠܟܐܕܐܬܘܪ,ܡܠܟܐܕܐܬܘܪ
ܘܢܝܢܘܐ,ܘܢܝܢܘ̈ܐܫܠܡ܂ܕܬܕܥܓܝܪ,,ܘܢܝܢ̈ܘܐ,ܘܢܝܢܘܐ
ܫܠܡ̈ܐܘܐܝܩܪ̈ܐܬܗܘܐܝܕܥ,,,ܫܠܡܐ܂ܕܥ,ܫܠܡܐ܂ܕܥ
ܐܘܐܚܝ,,,ܐܘܐܚܝ,ܐܘܐܚܝ
ܕܐܚ̈ܐܡܣܬܢܩܝܢܥܠܐܚܝ̈ܗܘܢ܂,,,ܚܒܝܒܐ,ܚܒܝܒܐ
,ܕܣܢܩܝܢܐܚ̈ܐܠܐܚ̈ܐ,,ܕܣܢܩܝܢܐܚ̈ܐܠܐܚ̈ܐ,ܕܣܢܩܝܢܐܚ̈ܐܠܐܚ̈ܐ
ܘܡܠܟ̈ܐ,ܘܡܠ̈ܟܐܠܡ̈ܠܟܐ,,ܘܡ̈ܠܟܐܠܡ̈ܠܟܐ܂,ܘܡܠܟ̈ܐ
ܥܠܡܠܟ̈ܐܪ̈ܚܡܝܗܘܢ܂,,,,ܠܡܠܟ̈ܐ܂
ܘܗܫܐ,ܘܗܫܐ,,ܘܗܐܗܟܝܠܒܗܢܐܙܒܢܐ,ܘܗܐܗܟܝܠܒܗܢܐܙܒܢܐ
,ܗܟܝܠ,,,
ܒܙܒܢܐܗܢܐ,ܒܙܒܢܐܗܢܐ,,,
ܗܘ̤ܐܣܘܢܩܐܥܠܢܦܩ̈ܬܐ܂ܘܒܝܬܓܙܝ̈ܐܣܬܦܩܢܢܘܡܙܘܢܐܐܬܒܨܪܠܚܝ̈ܠܘܬܝ܂,ܚܣܝܪ,,ܚܣܝܪ,ܚܣܝܪ
,ܢܦܩܬܐܐ̄ܢܐ,,ܢܦܩ̈ܬܐܐ̄ܢܐ܂ܘܓܙ̈ܝܘܣܝ̈ܡܬܟ,ܢܦ̈ܩܬܐܐ̄ܢܐ܂
,ܘܓܙܝ̈,,,ܘܓܙܝ̈
,ܓܡܪ̈ܝܘܣܝ̈ܡܬܝܒܨܪ̈ܝܘܒܥܐܢܐܕܝܢ,,,ܘܣܝܡܬ̈ܝ܂
,,,ܓܡܪܘ܂,ܓܡܪܘ܂
ܒܥܐܐ̄ܢܐ,,,ܒܥܢܐ,ܒܥܐܐ̄ܢܐ
ܡ̣ܢ,ܡ̣ܢ,,ܡ̣ܢ,ܡ̣ܢ
ܐܚܘܬܟ,ܚܘܒܟܕܬܘܦ,,ܐܚܘܬܟ,ܐܚܘܬܟ
ܕܬܬܩܘܠܠܝܬܫܥܡܐܐ,,,ܕܬܘܙܦ,ܕܬܘܙܦ
,ܠܝܬܫܥܡܐܐ,,ܠܝܬܫܥܡܐܐ,ܠܝܬܫܥܡܐܐ
ܟܟܪ̈ܝܢܕܗܒܐ܂,ܟܟܪ̈ܝܢܕܗܒܐ܂,,ܟܟܪ̈ܐ,ܟܟܪ̈ܐ
ܘܒܬܪ,ܘܫ,,ܕܗܒܐ܂,ܕܕܗܒܐ܂
,ܘܒܬܪܩܠܝܠ,,ܘܒܬܪܩܠܝܠ,ܘܒܬܪܩܠܝܠ
ܙܒܢܐ,ܙܒܢܐ,,ܙܒܢܐ,ܙܒܢܐ
ܡܕܡ,ܐܫܕܪܝܘܗܝܘܐܗܦܟܠܟܕܗܒܟ܂_,,,
ܡܗܦܟܐ̄ܢܐܠܟ,,,ܡܗܦܟܐ̄ܢܐܠܟ,ܡܗܦܟܐ̄ܢܐܠܟ
ܐܝܙܦܬܟܗܕܐ܂ܘܥܦܝܬ,,,ܕܗܒܟܕܠܐܬܘܚܪܬܐ܂,ܕܗܒܟܕܠܐܬܘܚܪܬܐ܂
,ܘܟܪܟܬ,,ܘܟܪܟܬ,ܘܟܪܟܬ
ܠܐܓܪܬܐ,ܠܐܓܪܬܐ,,ܐܓܪܬܐ,ܐܓܪܬܐ
ܘܒܨܦܪܐܐܬ̇ܛܝܒܬܩܕܡܘܗܝܕܦܪܥܘܢ܂ܘܦܩܕܠܝܕܐܡܪ,ܘܒܫܦܪܐܐܬܬܛܝܒܬܒܝܬܐܝܕܘ̈ܗܝܕܦܪܥܘܢܘܐܡܪ܂ܐܡܪܠܝܐܘܐܚܝܩܪ,,ܘܐܙܠܬ,ܘܐܙܠ̄ܬ
,,,ܠܘܬܦܪܥܘܢܡܠܟܐ܂ܟܢܐܡܪܠܝܐܘܐܚܝܩܪܐܝܬܝܬܠܝܦܘܢܝ,ܠܘܬܦܪܥܘܢܡܠܟܐ܂ܟܢܐܡܪܠܝܐܘܐܚܝܩܪܐܝܬܝܬܠܝܦܘܢܝ
ܡܠܬܐ,ܡܠܬܐ,,,
,,,ܡܠܬܐ,ܡܠܬܐ
ܕܫܐܠܗ̄ܘ̣ܐ܂ܗܝܕܝܢܐܦܩܬ,ܕܠܐܫܡܥܬܗܠܓܡܪܠܐܡ̣ܢܪܘܪ̈ܒܢܝܘܠܐܡ̣ܢܒܢܝ̈ܡܕܝܢ̄ܬܝܘܐܦܩܬܓܝܪ,,,
ܐܓܪܬܐ,ܐܓܪܬܐ,,ܕܐܓܪܬܟ܂ܗܝܕܝܢܐܡܪܬܐܝܢܡܪܝ܂ܘܐܦܩܬܠܐܓܪܬܐܘܐܫܠܡܬܗ̇ܒܐܝܕܘ̈ܗܝ܂ܘܟܕܕܝܢ,ܕܐܓܪܬܟ܂ܗܝܕܝܢܐܡܪܬܐܝܢܡܪܝ܂ܘܐܦܩܬܠܐܓܪܬܐܘܐܫܠܡܬܗ̇ܒܐܝܕܘ̈ܗܝ܂ܘܟܕܕܝܢ
ܘܝܗ̄ܒ̣ܬܗ̇ܠܗܘܟܕܩܪܐܘܗ̇ܬܘܗܘܘܐܬܕܡܪܘܟܠܗܘܢܘܐܡܪܘܒܫܪܪܐ,ܝܗ̄ܒܬܗ̇ܠܗ܂ܘܟܕܕܝܢ,,,ܩܪܗ
,,,ܩܪܗ̇,
,ܩܪܗ̇,,,
,,,ܩܕܡܪܘܪ̈ܒܢܘܗܝܬܡܗܘܘܐܬܕܡܪܘ܂ܘܐܡܪܘܕܫܪܝܪܐܝܬܠܐܣܟ,ܩܕܡܪܘܪ̈ܒܢܘܗܝܬܡܗܘܘܐܬܕܡܪܘ܂ܘܐܡܪܘܕܫܪܝܪܐܝܬܠܐܣܟ
ܠܐ,,,,
,ܐܬܕܡܪܘܬܡܗܘܐܡܪܬܪܝܨܐܝܬܘܫܪܝܪܐܝܬ,,,
ܐܫܬܡܥܬ,,,ܐܫܬܡܥܬ,ܐܫܬܡܥܬ
ܕܐܝܟ,,,ܕܐܝܟ,ܕܐܝܟ
,ܗܕܐܡܠܬܐ,,,
ܗܕܐܡܠܬܐ,,,ܗܕܐܡܠܬܐ,ܗܕܐܡܠܬܐ
,ܠܐܫܡܥܢܗ̇ܠܓܡܪ,,,
,ܠܐܐܫܬܡܥܬ,,,
ܒܟܠܗܐܘܚܕܢܗ̇ܕܡܨܪܝܢ܂ܗܕܝܢܐܡܪܬܐܫܬܪܪܬܠܐܬܘܪܐܝܙܦܬܐܥܠ,,,ܒܡܨܪܝܢ܂ܗܝܕܝܢܐܡܪܬܠܗܘܢܕܚܝ̈ܒ݂ܐܡܕܝܢܡܨܪܝܢܚܘܒܬܐܗܕܐܕܬܦܪܘܥܝܠܐܬܘܪ,ܒܡܨܪܝܢ܂ܗܝܕܝܢܐܡܪܬܠܗܘܢܕܚܝ̈ܒ݂ܐܡܕܝܢܡܨܪܝܢܚܘܒܬܐܗܕܐܕܬܦܪܘܥܝܠܐܬܘܪ
,ܒܡܕܝܢ̄ܬܢܘܐܡܪܬܠܗܓܝܪܫܪܝܪܐܝܬܐܝܬܠܗܝܢܐܬܘܪܘܢܝܢ̈ܘܐܚܘܒܬܐܕܚܝܒܐ,,ܘܢܝܢܘ̈ܐ܂,ܘܢܝܢܘܐ܂
ܡܨܪܝܢ,ܡܨܪܝܢ,,ܟܢ,ܟܢ
ܘܠܐܠܟܘܢܠܡܦܪܥ܂,ܘܬܦܪܘܥܐܢܝܢ܂,,ܩܒܠܘ,ܩܒܠ
ܘܟܕܫܡܥܘ,ܘܟܕܫܡܥܘ,,,
ܗܕܐ,ܗܠܝܢ,,,
ܐܬܕܡܪܘ,ܐܬܕܡܪܘ,,,
ܛܒ܂ܘܐܫܬܪܪܬ̤,ܘܬܘܗܪ̈ܥܝܢܝܗܘܢ܂ܘܫܠܡܬ,,,
ܥܠܝܗܘܢ,ܥܠܝܗܘܢ,,ܥܠܝܗܘܢ,ܥܠܝܗܘܢ
ܐܝܙܦܬܐ,ܚܘܒܬܐܒܗ̇ܒܫܥܬܐܘܩܒܠܘܒܪܡܕܝܢܥܢ̣ܐ,,ܡܨܪ̈ܝܐܕܢܬܠܘܢܚܘܒܬܐ,ܡܨܪ̈ܝܐܕܢܬܠܘܢܚܘܒܬܐ
ܥܗܝܕܬܐ܂,,,ܥܗܝܕܬܐ܂,܏ܥ܆ܥܗܝܕܬܐ܆
ܘܐܦܗܢܘܢܩܒܠܘܒܨܒܝܢܗܘܢ܂ܗܝܕܝܢܐܡܪ,,,ܬܘܒܕܝܢܐܡܪܠܝܦܪܥܘܢܡܠܟܐܐܘܐܚܝܩܪ܂ܒܥܐܐ̄ܢܐ,ܬܘܒܕܝܢܐܡܪܠܝܦܪܥܘܢܡܠܟܐܐܘܐܚܝܩܪ܂ܒܥܐܐ̄ܢܐ
ܦܪܥܘܢ,ܦܪܥܘܢ,,,
ܒܥܢ̈ܐ,ܡܠܟܐܘܐܡܪܐܘܐܚܝܩܪܒܥܢܐ,,,
ܡܢܟܕܬܒܢܐܠܝܒܝܪܬܐ,ܡܢܟܕܬܒܢܐܠܝܒܝܪܬܐ,,ܡܢܟܕܬܒܢܐܠܝܒܝܪܬܐ,ܡܢܟܕܬܒܢܐܠܝܒܝܪܬܐ
ܕܡܝܪܬܐ,ܚܕܐܕܬܡܝܗܐܘܡܥܠܝܐܘܕܐܫܪܐܒܗܘܬܗܘܐ,,,
ܒܝܬܫܡܝܐ,ܒܝܬܫܡܝܐ,,ܒܝܬܫܡܝܐ,ܒܝܬܫܡܝܐ
ܠܐܪܥܐܕܒܗܐܕܝܪܟܠܗܘܢܝܘܡܬ̈ܝ܂ܘܪܘܡܗ̇ܢܗܘܐܐܠܦܐܡܝ̈ܢ܂ܦܢܝܬܠܗܦܘܩܕܢܟܢܗܘܐܐܢܐܐܒ̣ܢܐܠܟܐܝܟܕܨܒܝܬ܂ܒܪܡܚܕܐܐܡܪܐܘ,ܠܐܪܥܐ܂,,ܠܐܪܥܐ܂,ܠܐܪܥܐ܂
,ܘܢܗܘܐ,,ܘܢܗܘ̤ܐ,ܘܢܗܘܐ
,ܪܘܡܗ̇ܬܪܝܢܐܠܦܝ̈ܢܐܡܝ̈ܢ,,ܪܘܡܗ̇ܬܪܝܢܐܠܦܝ̈ܢܐܡܝ̈ܢ,ܪܘܡܗ̇ܬܪܝܢܐܠܦܝ̈ܢܐܡܝ̈ܢ
,ܘܐܡܪܬܕܝܢܫܡܥܐܘܫܠܡܘܬܐ܂,,ܒܫܘܝܘܬܐ܂,ܒܫܘܝܘܬܐ܂
ܡܪܝ,ܡܪܝ,,ܘܥܢܬ,ܘܥܢܝܬ
ܡܠܟܐܒܢܝ̈ܐܘܐܪ̈ܕܟܠܐܡ̣ܢܕܝܠܝܢܗܘܘܢ܂ܐܠܐܟܠܫܐ,ܒܥܐܐ̄ܢܐܡܢܟܘܒܢܐ,,ܘܐܡܪܬܒܢܐ,ܘܐܡܪܬܒܢܐ
,ܐ̄ܢܐܠܟ,,ܐ̄ܢܐܠܟ,ܐ̄ܢܐܠܟ
,,,ܡܪܝ,ܡܪܝ
,ܒܝܪܬܐܐܟܡܐ,,ܒܝܪܬܐܐܟܡܐ,ܒܝܪܬܐܐܟܡܐ
,ܕܨܒܐܐܢ̄ܬܘܡܬܪܓܪܓܬ݂ܒܪܡܕܝܢܡܪܝܒܢܝ̈ܐܘܐܘ̈ܡܢܐܡܢܝ,,ܕܦܩܕܬܢܝ܂ܒܪܡܟܐܦ̈ܐ,ܕܦܩܕܬܢܝ܂ܒܪܡܟܐܦ̈ܐ
,ܘܓܨܐܘܟܠܫܐ,,ܘܓܨܐܘܟܠܫܐ,ܘܓܨܐܘܟܠܫܐ
ܘܛܝܢܐ,ܘܛܝܢܐ,,ܡܢܟ,ܡܢܟ
ܘܠܒ̈ܢܐܘܟܐ̈ܦܐܡܢܟܘܢ܂ܦܢܝ,ܘܟܐܦ̈ܐܡܢܟ܂ܐܡܪܓܝܪ,,ܢܗܘܘܢ܁,ܢܗܘܘܢ܆
ܦܪܥܘܢܗܟܢܐ,ܦܪܥܘܢܗܟܢܐ,,ܘܒܢܝ̈ܐܘܐܘܡܢ̈ܐܡܢܝ܂ܘܥܢܐܦܪܥܘܢܘܐܡܪܕܗܟܢܐ,ܘܒܢܝ̈ܐܘܐܘܡܢ̈ܐܡܢܝ܂ܘܥܢܐܦܪܥܘܢܘܐܡܪܕܗܟܢܐ
ܢܗܘܐ܂,ܢܗܘܐ܂,,ܢܗܘܐ܂,ܢܗܘܐ
ܘܠܒܬܪܗܕܝܘܡܐ,ܘܒܗ̇,,ܘܒܗ,ܘܒܗ
