Borg_ar_201,Camb_Add_2886,Cambrigde_Add_3497,GCAA_00486,Mingana_ar_christ_93_84,Mingana_syr_133,Ms_orient_A_2652,Or_1292b,Paris_Arabe_3637,Vat_ar_2054
,لك,لك,لك,لك,,لك,لك,لك,
قصر,قصر,مقصوره,مقصوره,قصرفيالجووقدأرسلنيسيديلاتمم,قصر,مقصوره,مقصوره,مقصوره,
بينالسما,بينالسما,بينالسما,بينالسما,,بينالسما,بينالسما,بينالسما,بينالسما,
والارض:,والارض_فانا,والأرض,والارض,,والارض,والارض_,والارض,والارض,
فانا,,وانا,فانا,,فانا,فانا,وانا,وانا,
بعونالله,بعونالله,بعونالله,بعونالله,,بعونالله,بعونالله,بعونالله,بعونالله,
تعالى:,تعالى,تعالى,تعالي,,تعالي,تعالى,تعالي,تعالي,
وبهمّتكم,وبهمتك,وبهمتك,وبهمتك,,وبهمتكم,وبهمّتك,وبهمتك,وبهمتك,
الشريفه:,الشريفه,الشريفه,الشريفه,,الشريفه,الشريفه,الشريفه,الشريفه,
وبدولة,وبدولة,ابنى,وبدولة,,وبدولة,,,,
سيّديالملك:,سيديالملك,,سيديالملك,,سيديالملك,,,,
ابني,ابني,,ابني,,ابني,ابني,ابني,ابني,
لك,لك,لك,لك,لك,لك,لك,لك,لك,
ايّاه,,مقصوره,اياها,مرادك,,مقصوره,مقصوره,مقصوره,
كما,كما,كما,كما,,كما,كما,كما,كما,
تشتهي:,تشتهي_,تشتهى,تريد,,تشتهي,تشتهي,تشتهي,تشتهي,
ولكن,ولكن,وتريدلكن,ولكن,ولكن,ولكن,وتريد_لكن,وتريد_لكن,وتريد_لكن,
على,ياسيديالملكعلى,على,علي,علىشرطالقرارالذيصارمنكعلىالكسيموالخراج,على,على,علي,علي,
العهد,,العهد,العهد,,العهد,العهد,العهد,العهد,
,,,,تلاتت,,,,,
الذي,الذي,الذى,الدي,سنينان,الذي,الذى,الذي,الذي,
قرّيت,قريت,قريت,قريت,,قريت,قرّيت,قريت,قريّت,
,,,,توصلهاياه,,,,,
به:,به,فيه,به,,به,فيه,فيه,فيه_,
عنكسيم,عنكسيم,عنكسيم,عنكسيم,,عنكسيم,عنكسيم,عنكسيم,عنكسيم,
ثلثة,مصر,مصر,مصر,,,مصر,مصر,مصر,
,,,تلاتت,,,,,,
,تلات,ثلاث,,,ثلاث,ثلاث,ثلاث,ثلاث,
سنين,سنين,سنين,سنين,,سنين,سنين_,سنين,سنين,
توصله,,,,,توصله,,,,
,الان,,,,,,,,
,,,,,اياه,,,,
ايام:,,,,,,,,,
لان,,لان,لان,لان,لان,لان,لان,لان,
قرار,قرار,قرار,قرار,قرار,قرار,قرار,قرار,قرار,
الملوك,الملك,الملوك,الملوك,الملوك,الملوك,الملوك,الملوك,الملوك,
دينًا,دينًا,دينًا,دينًا,دينتابتوان,دينًا,دينًا,دينًا,دينًا,
ثابتًا:,تابتًا,تامًا,تابتًا,,ثابتًا,تامًا_,تامًا_,تامًا_,
فان,فان,فان,فان,,فان,فان,فان,فان,
غلبتني,غلبتوقدرتوماقدرت,غلبتني,غلبتني,غلبتني,غلبتني,غلبتني,غلبتني,غلبتني,
وقصرت,,وقصرت,وقصرت,يرسل,وقصرت,وقصّرتيدّي,وقصرت,وقصرت,
يدي,يدي,يدى,يدي,,يدي,,يدي,يدي,
عن,عن,عن,عن,,عن,عن,عن,عن,
,جوابك,,,,,جوابك,,,
,يديعلى,,,,,_,,,
جوابك:,جوابك,جوابك,جوابك,,جوابك,,جوابك,جوابك,
فيرسل,فيرسل,فيرسل,فيرسل,,فيرسل,فيرسل,فيرسل,فيرسل,
لك,لك,لك,لك,لك,لك,لك,لك,لك,
سيدي,سيدي,سيدى,سيدي,سيدي,سيدي,سيدي,سيدي,سيدي,
الكسيم,الملكاكسيم,كسيم,الملكالديدكرت,الكسيم,الكسيم,كسيم,كسيم,كسيم,
كماقلت:,الذي,الذى,,والخراجتلاتتسنين,كماقلت,الذي,الذي,الذي,
,,,واناجبتك,,,,,,
,ذكرت,ذكرت,,,,ذكرت_,ذكرت_,ذكرت_,
,,,عنجميعماتريد,فلماسمعفرعون,,,,,
واناجبتك,واناجبتك,واناجبتك,,,واناجبتك,واناجبتك,واناجبتك,واناجبتك,
,,,ارسللسيديالكسيمكماامرت,هذهالجوابتعجب,,,,,
عنجميعماتريد:,,,فلماسمعفرعون,,عنجميعماتريد,,,,
,فيسوالكيبقاعندكمهما,عنما,,,,عنما,عنما,عما,
ترسل,,تريدارسل,هداالكلام,,ترسل,تريد_ارسل,تريدارسل,تريدارسل,
لسيّديالكسيم,,الى,,,الكسيم,الى,الي,الي,
,,سيدىكسيم,,,,سيديالكسيم,سيديالكسيم,سيديالكسيم,
,,الذى,,,,الذى,الذي,الذي,
,ذكرت,ذكرت,,,,ذكرت,ذكرت,ذكرت,
,ابعت,وامرتفيه,,,,وامرتفيه_,وامرتفيه,وامرتفيه_,
,لسيدي,,,,لسيدي,,,,
كماامرتانت:,الملك_,,,,كماامرتانت,,,,
فلماسمعفرعونهذا,فلماسمعفرعونهذا,فلماسمعفرعونهذا,,,فلماسمعفرعونهذا,فلماسمعفرعونهذا,فلماسمعفرعونهذا,فلماسمعفرعونهذا,
الخطاب:,الكلام,الكلام,,,الخطاب,الكلام,الكلام,الكلام,
عجب,تعجب,تعجب,عجب,,عجب,عجب,تعجب,تعجب,
منذلك:,,,,,منذلك,,,,
وتحيّر,وتحير,وتحير,وتحير,,وتحير,وتحيّر,وتحير,وتحير,
من,من,من,من,من,من,من,من,من,
انطلاق,انطلاق,انطلاق,انطلاق,انطلاق,حلاوة,انطلاق,انطلاق,انطلاق,
لسانه,لسانه,لسانه,لسانه,لسانه,لسانه,لسانه,لسانه,لسانه,
وحلاوة,وحلاوة,وحلاوة,وحلاوة,ومنمعرفتهومنمعهمنالخداموالعسكرعينلهمايكفيهممناكلوشربوكسوهوغيرذالكوامر,وكلامه,وحلاوة,وحلاوة,وحلاوة,
كلامه:,كلامه_,كلامه,كلامه,,,لسانه_,كلامه,كلامه,
فقالله,فقال,فقال,فقالله,,فقالله,فقالله,فقال,فقال,
,لهالملكفرعون,له,,,,,له,لهُ,
يارجلمااسمك:فقال,يارجلمااسمكفقال,يارجلمااسمكفقال,يارجلمااسمكفقال,,يارجلمااسمكفقال,يارجلمااسمك_فقال,يارجلمااسمك_فقال,يارجلمااسمك_فقال,
له,له,له,له,,له,له,له,لهُ,
عبدك,عبدك,عبدك,عبدك,,عبدك,عبدك,عبدك,عبدك,
ابيقام,ابيقام,ابيقام,ابيقا,,ابيقام,ابيقام,ابيقام,ابيقام,
:,,,,,,_,,_,
وانانملهمننملسنحاريبالملك:,وانانملهمننملسنحاريبالملك,وانانملهمننملسنحاريبالملك,وانانملهمننملسنحاريبالملك,,وانانملهمننملسنحاريبالملك,وانانملهمننملسنحاريبالملك_,وانانملهمننملسنحاريبالملك,وانانملهمننملسنحاريبالملك,
فقاللهفرعون,فقاللهفرعون,,فقاللهفرعون,,فقاللهفرعون,فقاللهفرعون,,_,
:,,فقالفرعون,,,من,_,فقالفرعون,فقالفرعون,
ما,ما,اما,اما,,,اما,اما,اما,
كان,كان,كان,كان,,كان,كان,كان,كان,
عند,عند,عند,عنسيدم,,عند,عند,عند,عند,
سيّدك,سيدك,سيدك,,,سيدك,سيدك,سيدك,سيدك,
ارفعشانمنك:,ارفعشانمنك,ارفعشانمنك,ارفعشانمنك,,ارفعشانمنك,ارفعشانمنك_,ارفعشانمنك,ارفعشانمنك,
حتّى,حتى,حتىارسللىنملهتجاوبنى,حتي,,حتى,حتى,حتي,حتي,
يرسل,يرسل,,يرسل,,يرسل,ارسل,ارسل,ارسل,
لي,لي,,لي,,,لي,لي,لي,
نمله,نمله,,نمله,,نمله,نمله,نمله,نمله,
تجاوبني,تجاوبني,,تجاوبني,,تجاوبني,تجاوبني,تجاوبني,تجاوبني,
وتتكلّم,وتتكلم,وتتكلم,وتتكلم,,وتتكلّم,وتتكلّم,وتتكلم,وتتكلم,
معي:,معي_,معى,معي,,معي,معي_,معي_,معي,
,,,,,,,,_,
فقاللهحيقار,فقاللهحيقار,فقاللهحيقار,فقاللهحيقار,,فقاللهحيقار,فقاللهحيقار,فقاللهحيقار,فقاللهحيقار,
:,ياسيديالملكارجعالى,,,,,ارجوا,,,
ارجو,,ارجو,ارجو,,ارجو,,ارجو,ارجو,
من,,من,من,,من,من,من,من,
الله,الله,الله,الله,,الله,الله,الله,الله,
تعالى:,تعالى,تعالى,تعالي,,تعالى,تعالى,تعالي,تعالي,
اني,اني,انى,اني,,اني,ان,اني,اني,
اتمم,اتمم,اتمم,اتمم,,اتم,اتمم,اتمم,اتمم,
مافي,مافي,مافي,مافي,,مافي,مافي,مافي,مافي,
خاطرسيديالملك:,خاطرك,خاطرك,خاطرسيديالملك,,خاطرسيديالملك,خاطرك,خاطرك,خاطرك,
,,يا,,,,يا,يا,يا,
,,سيدى,,,,سيدي_,سيدي_,سيدي,
لاناللهمعالضعيف,لاناللهمعالضعيف,لاناللهمعالضعيف,لاناللهمعالضعيف,,لاناللهمعالضعيف,لاناللهمعالضعيف,لاناللهمعالضعيف,لاناللهمعالضعيف,
ليتعجّب,حتىيستعجب,ليتعجب,ليتعجب,,ليتعجب,ليتعجّب,ليتعجب,حتييتعجب,
القوي:,القوي,القوى,القوي,,القوي,القوي_,القوي_,القوي_,
,انت,فعند,,,,فعند,فعند,فعند,
عند,عند,,عند,,عند,,,,
ذلك,ذلك,ذلك,دلك,,ذلك,ذلك,ذلك,ذلك,
امرفرعون,امرفرعون,امرفرعون,امرفرعون,,امرفرعون,امرفرعون,امرفرعون,امرفرعون,
:,,,,,,,,,
ان,ان,ان,ان,,ان,ان,ان,ان,
يهيّوا,يهيوا,يهيّوا,يهيوا,,يهيّوا,يهيّوا,يهيوا,يهيوا,
منزل,,الى,,,,الى,الي,الي,
,,,,,منزلًا,,,,
لابيقام,لابيقام,ابيقام,لابيقام,,لابيقام,ابيقام,ابيقام,ابيقام,
,منزلًا,منزلًا,منزلًا,,,منزلًا_,منزلًا,منزلًا,
وجنده:,,والى,وجنده,,وجنده,والى,والي,والي,
وانيجعلوالهم,,جنده,,,وانيجعلوالهم,جنده,جنده,جنده,
العلايقويجرواعليهم,,ومنمعه,ومنمعه,,,ومنمعه_,ومنمعه,ومنمعه,
,,,,,العلايف,,,,
,ويجعلوا,ويجعلوا,ويجعلوا,,ويجيبوا,ويجعلوا,ويجعلوا,ويجعلوا,
,لهالعلوفه,لهم,لهم,لهم,لهم,لهم,لهم,لهم,
,,,العلايف,,,,,,
الاكل,,العلافه,,بالعلايفوالعلايقلهولهمفلماكانبعدتلاتايامارسلفرعونالملكواحضرحيقاراليهوقاللهيابيقاماريداسالكسوالوكانفرعونقدجلسعلىكرسيمرصعبالجواهروالمفتخرهوكانغلمانهواقفينقدامهوقدلبسوالاجنادلبساحمرفقاللهياابيقاملمناشبهاناوجنوديلمنيشبهونفقاللهحيقارياسيديانتتشبهالشمسواكابركيشبهونلشعاعالشمسفقاللهفرعونامضييابيقامالىمنزلكوفيالغدتحضرالىعنديفمضىكماقاللهوفىالغدجاالىقدامهوكانالملكقدلبستيابمنحريرابيض,الاكل,العلافه,العلافه,العلافه,
,والاكل,والاكل,والاكل,,,والاكل,والاكل,والاكل,
والشرب:وجميعما,والشربوجميعما,والشربوجميعما,والشربوجميعما,,والشربوجميعما,والشرب_وجميعما,والشربوجميعما,والشربوجميعما,
يختصّ,يحتاجاليه_فلماتم,يختص,يختص,,يختص,يختصّ,يختص,يختص,
بهمبغايةمايكون:فلماكان,,بهمبغايةمايكونفلماكان,بهمبغايةمايكونفلماكان,,بهمبغايةمايكونفلماكان,بهمبغايةمايكون_فلماكان,بهمبغايةمايكونفلماكان,بهمبغايةمايكون_فلماكان,
,,من,,,,من,من,من,
بعد,بعد,بعد,بعد,,بعد,بعد,بعد,بعد,
ثلثةايّام:,تلاتة,ثلاثة,تلته,,ثلاثة,ثلاثة,ثلاثة,ثلاثة,
,ايام,ايام,ايام,,ايام,ايام_,ايام,ايام,
لبس,لبس,لبس,لبس,,ولبس,لبس,لبس,لبس,
فرعونالارجوان:,فرعونالارجوان,فرعونالارجوان,فرعونالارجوان,,فرعونالارجوان,فرعونالارجوان,فرعونالارجوان,فرعونالارجوان,
الاحمر,الاحمر,الأحمر,الاحمر,,الاحمر,الاحمر,الاحمر,الاحمر,
وجلس,وجلس,وجلس,وجلس,وجلس,وجلس,وجلس,وجلس,وجلس,
على,على,على,علي,على,علي,على,علي,علي,
كرسيهِ:,كرسيه,كرسيه,كرسيه,كرسيه,كرسيه,كرسيه_,كرسيه,كرسيه,
وكل,وكل,وكل,وكل,وجنودهايضاكذالكفقاليابيقاملمناشبهاناواكابريلمنيشبهونفقالياسيديانتتشبهالقمروجنودكللكواكبوالنجومفقالالملكامضييابيقاموفيالغداحضرالىقدامالملكوكانالملكقدلبستيابمنحريراحمرواسودوجنودهايضًاكذالكفقاللهيابيقاملمناشبهاناوجنوديلمنيشبهونفقالله,وكل,وكل,وكل,وكل,
عظمايه,وزراهواكبردولته,عظمايه,عضمايه,,عظمايه,عظمايه,عظمايه,عظمايه,
ووزراه,,ووزراه,ووزراه,,ووزراه,ووزراه,ووزراه,ووزراه,
واقفينمكتفين,واقفينمكتفين,واقفينمكتفين,واقفينمكتفين,,واقفينمكتفين,واقفينمكتفين,واقفينمكتفين,واقفينمكتفين,
اليدين:,اليدين,الايادى,اليدين,,اليدين,الايادي,الايادي,الايادي,
جاملينالرجلين:,جاملينالرجلين,جاملينالرجلين,جاملينالرجلين,,,جاملينالرجلين_,جاملينالرجلين,جاملينالرجلين_,
فارسل,محنيينالروس,,وارسلفاحضر,,فارسل,,,,
,فارسل,فارسل,,,,فارسل,فارسل,فارسل,
,فرعون,احضرحيقار,,,,احضرحيقار,احضرحيقار,احضرحيقار,
واحضر,واحضر,الذى,,,واحضر,الذي,الذي,الذي,
ابيقام,ابيقام,اسمهابيقام,ابيقام,,ابيقام,اسمهابيقام,اسمهابيقام,اسمهابيقام,
امامه:فسجدللارضووقف:فقال,اليه,الى,اليه,,امامهفسجدللارضووقففقال,الى,الي,الي,
,فلماحضرالى,,,,,,,,
,,عنده,,,,عنده_,عنده,عنده_,
لهفرعونيا,,,,,لهفرعونيا,,,,
